id,user_id,transaction_type,amount,transaction_date,description,category_id
221,1,True,5370955.34,2024-09-20,Hadiah acara,7
222,3,True,4106555.7,2024-05-09,Proyek freelance,2
223,5,False,236632.64,2025-03-28,Air,18
224,1,True,9507916.79,2024-04-10,Sewa apartemen,5
225,3,True,5476467.96,2024-01-19,Gaji kantor,1
226,2,True,5502361.12,2024-07-20,Keuntungan investasi,4
227,1,True,4925976.36,2023-10-11,Gaji kantor,1
228,3,False,3550399.82,2024-05-15,Peralatan olahraga,21
229,1,False,867647.17,2024-11-06,Asuransi jiwa,19
230,3,True,3189848.27,2024-09-06,Honor freelance,2
231,5,True,7712243.44,2024-06-29,Sewa apartemen,5
232,2,True,5775443.39,2024-07-15,Proyek freelance,2
233,3,False,1188981.56,2024-04-11,Tagihan listrik,13
234,2,True,7841937.66,2023-10-09,Bonus kinerja,3
235,2,False,2325125.81,2025-03-08,Transportasi lokal,24
236,4,False,4322591.91,2024-06-11,Asuransi jiwa,19
237,2,False,2216618.24,2024-04-30,Hotel,24
238,5,True,3793670.66,2023-08-31,Pendapatan freelance,2
239,1,True,1690579.01,2025-04-13,Sewa apartemen,5
240,5,False,2905843.74,2023-09-04,Langganan data,23
241,4,False,1614418.55,2024-12-18,Kursus online,15
242,2,False,526474.37,2023-10-18,Paket internet,23
243,5,False,1246241.18,2024-10-15,Tiket kereta,10
244,5,False,1825850.82,2024-08-23,Konsultasi dokter,14
245,4,False,3948242.39,2024-06-30,Ojek online,10
246,1,True,3557322.76,2025-05-26,Uang hadiah,7
247,5,False,416694.92,2023-12-15,Asuransi jiwa,19
248,3,True,2160564.92,2023-10-18,Uang hadiah,7
249,3,False,4067792.07,2025-07-12,Asuransi jiwa,19
250,5,True,5576396.38,2024-07-29,Hadiah lomba,7
251,3,True,4075591.11,2024-02-05,Dividen saham,4
252,2,False,395053.77,2024-12-24,Tagihan listrik,13
253,5,False,3313026.89,2023-12-05,Ojek online,10
254,5,True,2627613.7,2025-04-23,Bonus kinerja,3
255,2,False,2060184.47,2024-03-23,Ojek online,10
256,4,False,1177674.69,2024-06-04,Pulsa telepon,23
257,4,False,1845526.38,2024-10-17,Seminar edukasi,15
258,4,False,2519504.39,2024-01-05,Peralatan olahraga,21
259,2,False,4366279.58,2025-05-10,Tagihan listrik,13
260,4,False,3559890.88,2023-11-28,Belanja online,12
261,3,True,3455121.7,2023-12-21,Bonus kinerja,3
262,4,True,8350329.3,2023-08-20,Dividen saham,4
263,4,True,3122002.66,2024-08-10,Dividen perusahaan,6
264,2,True,8552586.59,2024-07-01,Honor freelance,2
265,2,True,9256565.54,2025-07-05,Sewa rumah,5
266,2,False,2248521.36,2023-10-13,Tiket pesawat,24
267,1,True,5939238.21,2025-04-07,Bonus kinerja,3
268,5,False,1195824.73,2023-09-10,Listrik,18
269,2,False,323407.68,2025-03-26,Paket internet,23
270,5,True,7466898.95,2024-10-05,Dividen saham,4
271,1,False,2857611.94,2025-06-03,Peralatan rumah,16
272,1,False,347719.82,2025-01-31,Amal jariyah,20
273,5,False,1958364.13,2023-09-06,Makan di restoran,9
274,4,False,3739109.79,2023-10-01,Sepatu,17
275,3,True,7943512.37,2024-06-28,Honor freelance,2
276,2,True,8321579.79,2025-06-24,Dividen perusahaan,6
277,4,False,3162361.88,2023-09-26,Tiket pesawat,24
278,4,True,1394256.48,2023-09-04,Penjualan saham,4
279,3,False,4945722.28,2024-11-19,Kelas fitness,21
280,3,True,3574998.06,2025-05-25,Penjualan saham,4
281,3,True,4932562.45,2024-10-16,Pembagian dividen,6
282,4,True,5465829.04,2024-08-03,Bonus proyek,3
283,5,True,7543731.92,2024-10-06,Proyek freelance,2
284,5,False,2731917.24,2023-11-06,Konsultasi dokter,14
285,1,True,3758462.7,2024-10-02,Pendapatan sewa,5
286,2,False,2241177.0,2024-07-19,Amal jariyah,20
287,5,False,3200951.86,2023-10-08,Baju baru,17
288,4,True,9575104.57,2025-04-06,Bonus tahunan,3
289,4,True,3123958.42,2024-08-02,Honor freelance,2
290,3,True,6445853.46,2024-10-26,Gaji lembur,1
291,3,True,6165296.01,2024-08-02,Honor freelance,2
292,4,True,3246504.88,2023-08-19,Sewa apartemen,5
293,2,False,4568577.1,2024-04-17,Gym,21
294,3,False,4981861.91,2025-07-03,Kursus online,15
295,4,True,8675436.61,2024-01-16,Bonus proyek,3
296,4,False,3342520.55,2023-09-28,Asuransi jiwa,19
297,5,False,4258296.63,2025-07-19,Gas,18
298,2,False,615598.65,2023-12-13,Peralatan rumah,16
299,2,False,1810873.66,2024-08-04,Snack dan minuman,9
300,4,False,3063622.33,2023-09-29,Tagihan listrik,13
301,3,True,5731260.89,2025-03-03,Jual elektronik,8
302,1,True,6781047.3,2024-11-12,Pembagian dividen,6
303,5,True,7910034.74,2024-10-09,Bonus tahunan,3
304,5,False,4158640.12,2023-12-27,Ojek online,10
305,3,True,9412640.53,2024-07-12,Dividen perusahaan,6
306,5,False,1260520.49,2025-02-07,Langganan Netflix,11
307,3,True,6529854.5,2024-12-19,Sewa apartemen,5
308,2,False,864291.11,2025-04-03,Tagihan internet,13
309,3,False,4127928.97,2023-10-15,Bensin,10
310,1,False,3259138.59,2024-09-22,Aksesoris,17
311,5,False,4446094.44,2024-05-15,Transportasi lokal,24
312,3,False,1494195.02,2025-06-28,Gym,21
313,1,True,5358260.17,2024-07-06,Hadiah lomba,7
314,5,True,7607797.79,2024-09-04,Pembagian dividen,6
315,2,False,1602388.27,2023-11-26,Belanja kebutuhan rumah,12
316,3,False,493090.15,2024-08-20,Tagihan air,13
317,5,False,4069254.45,2024-06-08,Pemeriksaan kesehatan,14
318,2,False,4979887.36,2024-12-15,Hotel,24
319,3,False,4726711.69,2024-11-03,Langganan Netflix,11
320,2,True,1437923.2,2024-12-11,Pembagian dividen,6
321,5,False,1435884.42,2023-11-11,Tiket pesawat,24
322,4,True,7547572.57,2024-08-01,Sewa rumah,5
323,1,False,1818993.64,2023-10-07,Kursus online,15
324,4,False,4128303.48,2025-06-19,Aksesoris,17
325,5,True,4545133.41,2025-02-14,Pendapatan freelance,2
326,3,False,3016290.13,2024-12-17,Kursus online,15
327,1,True,7422326.62,2025-01-05,Bonus proyek,3
328,4,True,3951692.63,2024-06-14,Bonus kinerja,3
329,2,True,6343521.9,2024-12-26,Pendapatan sewa,5
330,5,False,2379714.07,2024-08-04,Listrik,18
331,3,False,2922673.69,2025-06-27,Perawatan kulit,22
332,1,False,4835682.77,2025-03-06,Aksesoris,17
333,2,False,860855.19,2025-04-18,Transportasi lokal,24
334,4,True,1284134.62,2023-11-13,Keuntungan investasi,4
335,2,True,4769022.68,2025-06-30,Pembagian dividen,6
336,2,False,4365360.37,2023-09-25,Transportasi lokal,24
337,2,False,4990633.11,2025-01-12,Asuransi kendaraan,19
338,4,True,5136971.79,2024-07-08,Bonus kinerja,3
339,5,True,6490689.22,2024-04-01,Sewa apartemen,5
340,3,False,4708012.88,2024-05-14,Perbaikan rumah,16
341,2,False,1592033.32,2025-02-16,Hotel,24
342,3,True,9061844.15,2024-07-11,Hadiah acara,7
343,2,True,9597823.46,2024-07-12,Sewa apartemen,5
344,4,False,1077794.17,2024-04-26,Transportasi lokal,24
345,5,False,555040.64,2025-03-15,Tagihan internet,13
346,2,True,6741501.16,2023-11-03,Penjualan saham,4
347,4,True,1904904.14,2023-07-29,Jual mobil,8
348,5,False,2040468.18,2024-11-23,Konsultasi dokter,14
349,2,False,1612626.83,2023-09-22,Gas,18
350,1,False,2680409.86,2023-08-31,Perlengkapan rumah,16
351,2,False,4670273.83,2024-09-02,Obat-obatan,14
352,4,True,8890688.51,2024-05-24,Sewa apartemen,5
353,5,False,1429962.65,2025-01-30,Asuransi jiwa,19
354,5,False,4256788.1,2024-04-28,Tagihan air,13
355,2,False,820846.37,2025-05-17,Asuransi kendaraan,19
356,3,False,3685723.3,2025-02-24,Makan di restoran,9
357,2,True,8442908.43,2024-06-23,Uang hadiah,7
358,1,False,932058.19,2024-11-23,Belanja pakaian,12
359,3,False,1311318.53,2024-10-23,Belanja bahan makanan,9
360,3,False,2916479.15,2023-08-04,Gas,18
361,3,False,320000.42,2024-11-11,Peralatan rumah,16
362,3,True,7212613.4,2024-05-21,Pendapatan sewa,5
363,3,False,4787229.08,2023-12-27,Perbaikan rumah,16
364,4,False,2085069.62,2024-11-17,Amal jariyah,20
365,5,False,3811679.5,2025-03-25,Seminar edukasi,15
366,1,False,399732.58,2023-11-15,Amal jariyah,20
367,1,False,2867781.35,2024-01-08,Buku pelajaran,15
368,3,False,590037.71,2025-03-12,Pulsa telepon,23
369,4,True,8278228.75,2023-12-06,Jual elektronik,8
370,5,False,2798398.02,2024-06-03,Ojek online,10
371,1,True,7712240.35,2023-10-06,Gaji lembur,1
372,1,False,2710405.89,2023-10-02,Bioskop,11
373,4,True,2619831.94,2025-05-10,Hadiah lomba,7
374,4,True,5036834.19,2024-08-11,Hadiah acara,7
375,1,False,3271135.15,2023-11-22,Tagihan air,13
376,2,False,2648924.27,2024-03-08,Kelas fitness,21
377,1,False,2320389.47,2025-01-31,Gas,18
378,4,False,1245085.07,2023-12-29,Perbaikan rumah,16
379,3,True,1289955.83,2024-09-25,Honor freelance,2
380,5,False,1210924.81,2023-11-04,Belanja bahan makanan,9
381,5,True,3202607.36,2024-09-07,Gaji bulanan,1
382,4,True,7789471.38,2023-12-14,Penjualan saham,4
383,5,False,4080773.42,2025-03-04,Perlengkapan rumah,16
384,3,False,1192151.13,2025-05-30,Asuransi kesehatan,19
385,5,True,3476385.28,2025-03-20,Pendapatan sewa,5
386,2,False,2783694.82,2024-07-10,Salon,22
387,4,False,3484578.95,2023-12-23,Asuransi kendaraan,19
388,3,True,3168713.7,2024-05-26,Jual mobil,8
389,2,False,2816305.89,2025-02-13,Tiket kereta,10
390,5,True,3294960.81,2025-05-16,Dividen saham,4
391,1,False,471395.34,2024-02-04,Amal jariyah,20
392,1,True,8862584.13,2025-03-16,Gaji bulanan,1
393,5,True,8825264.66,2024-05-29,Dividen saham,4
394,1,True,9658698.01,2024-11-25,Penjualan saham,4
395,2,False,1989193.98,2025-02-08,Buku pelajaran,15
396,3,False,2336589.8,2024-07-25,Kelas fitness,21
397,3,True,5194036.6,2024-11-15,Jual aset lainnya,8
398,3,False,1571480.87,2025-02-19,Donasi ke panti asuhan,20
399,2,False,1311262.81,2025-03-08,Snack dan minuman,9
400,4,True,3968787.57,2025-02-26,Dividen saham,4
401,2,False,1294060.52,2025-05-11,Asuransi kendaraan,19
402,4,False,854635.9,2025-02-02,Amal jariyah,20
403,4,True,5715499.74,2025-06-07,Gaji bulanan,1
404,1,False,696082.74,2024-03-16,Perawatan kulit,22
405,1,False,1101411.17,2024-08-09,Makan di restoran,9
406,1,False,3299828.87,2023-07-30,Tiket pesawat,24
407,5,False,93463.48,2024-04-30,Snack dan minuman,9
408,5,False,2516058.0,2025-06-13,Snack dan minuman,9
409,4,False,544011.98,2025-01-10,Obat-obatan,14
410,2,True,8336929.52,2024-09-02,Sewa rumah,5
411,1,True,5130979.71,2025-07-06,Hadiah lomba,7
412,2,True,6883621.48,2023-08-25,Honor freelance,2
413,1,False,2767980.18,2025-05-06,Gym,21
414,1,False,2504293.38,2025-05-14,Konser musik,11
415,3,False,4475008.15,2024-03-15,Belanja pakaian,12
416,2,False,1362764.31,2025-06-23,Tiket pesawat,24
417,3,False,904978.97,2023-08-09,Tiket kereta,10
418,2,False,4645085.95,2024-01-06,Peralatan olahraga,21
419,5,True,7093314.69,2024-06-27,Uang hadiah,7
420,4,False,3954585.45,2023-10-12,Tagihan internet,13
421,5,False,277945.2,2024-03-17,Sedekah,20
422,1,True,9720284.74,2023-08-23,Hadiah acara,7
423,3,False,2458111.25,2025-02-09,Paket internet,23
424,4,False,437613.65,2024-05-21,Kelas fitness,21
425,2,False,1347180.43,2025-07-21,Konser musik,11
426,2,False,1809894.14,2023-07-29,Asuransi kesehatan,19
427,3,False,520134.76,2024-01-31,Baju baru,17
428,4,False,525431.71,2024-07-20,Salon,22
429,5,True,8773463.6,2024-05-17,Dividen perusahaan,6
430,4,True,7523594.6,2024-03-28,Honor freelance,2
431,5,False,855813.71,2024-05-27,Peralatan olahraga,21
432,3,False,844364.93,2024-09-27,Konser musik,11
433,3,False,1812013.31,2025-04-24,Bioskop,11
434,4,False,2294729.55,2024-05-30,Buku pelajaran,15
435,1,False,4209650.8,2024-06-25,Asuransi kendaraan,19
436,4,True,3703917.56,2025-07-04,Bonus kinerja,3
437,2,False,4823227.37,2024-05-17,Konsultasi dokter,14
438,4,False,1636172.32,2024-08-29,Perbaikan rumah,16
439,3,True,6330043.31,2024-01-24,Keuntungan investasi,4
440,5,True,9486774.24,2024-10-14,Jual mobil,8
441,3,False,4096638.18,2025-06-12,Konser musik,11
442,4,True,3178190.51,2023-12-28,Pendapatan sewa,5
443,4,False,2250842.94,2024-11-25,Langganan Netflix,11
444,5,False,2722789.56,2025-07-11,Kosmetik,22
445,5,False,555753.43,2025-05-27,Bioskop,11
446,3,True,6068982.63,2025-06-16,Gaji lembur,1
447,4,False,4828926.72,2023-11-09,Asuransi kendaraan,19
448,1,True,5596086.16,2025-02-14,Keuntungan investasi,4
449,5,False,2234434.97,2024-11-09,Perbaikan rumah,16
450,5,False,1731387.26,2024-11-29,Tagihan listrik,13
451,1,True,2044624.04,2023-12-16,Honor freelance,2
452,3,True,8058429.98,2024-11-29,Jual aset lainnya,8
453,3,False,3612749.78,2024-06-14,Paket internet,23
454,1,True,1203266.04,2025-05-17,Pendapatan freelance,2
455,1,False,4650313.01,2024-03-29,Pemeriksaan kesehatan,14
456,5,True,3978906.9,2024-11-08,Bonus proyek,3
457,2,False,940070.76,2024-10-08,Pemeriksaan kesehatan,14
458,4,True,5046175.1,2024-08-25,Dividen saham,4
459,1,False,1398940.7,2023-09-26,Seminar edukasi,15
460,5,True,4292137.26,2024-11-03,Bonus tahunan,3
461,1,True,5749435.18,2024-06-08,Jual aset lainnya,8
462,5,True,6283042.43,2024-07-18,Hadiah acara,7
463,4,False,4594226.07,2023-10-18,Gas,18
464,2,True,3748420.02,2024-08-09,Penjualan saham,4
465,2,False,2986164.83,2024-08-19,Perawatan kulit,22
466,4,True,5994213.18,2024-05-14,Bonus proyek,3
467,2,True,6574689.81,2023-08-02,Jual elektronik,8
468,4,True,9674461.8,2025-05-22,Uang hadiah,7
469,4,False,2083995.87,2024-12-05,Hotel,24
470,2,True,8162928.01,2024-05-18,Gaji bulanan,1
471,1,True,2513880.8,2025-02-22,Sewa rumah,5
472,4,False,2867843.13,2025-01-30,Belanja kebutuhan rumah,12
473,3,False,3802420.61,2025-02-02,Tiket kereta,10
474,2,False,3682583.6,2024-04-02,Belanja online,12
475,3,False,2254164.39,2023-10-21,Tiket kereta,10
476,4,False,3880401.93,2024-02-23,Belanja pakaian,12
477,5,False,838248.27,2024-02-20,Salon,22
478,2,False,2666081.18,2025-01-25,Amal jariyah,20
479,2,True,3603999.19,2024-12-31,Sewa rumah,5
